id,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
3730,Sam Cassell,MIN,35,190.5,83.91452,Florida State,USA,1993,1,24,59,13.5,2.7,5.1,2.9,0.019,0.092,0.258,0.529,0.336,2004-05
3731,Ryan Humphrey,MEM,25,203.2,106.59412,Notre Dame,USA,2002,1,19,35,2.9,2.5,0.2,-3.1,0.17,0.162,0.205,0.428,0.036,2004-05
3732,Ryan Bowen,HOU,29,205.74,99.79024,Iowa,USA,1998,2,55,65,1.7,1.2,0.3,10.1,0.043,0.098,0.105,0.462,0.052,2004-05
3733,Ruben Patterson,POR,29,195.58,101.151016,Cincinnati,USA,1998,2,31,70,11.6,3.9,2,-2.1,0.079,0.082,0.203,0.558,0.12,2004-05
3734,Royal Ivey,ATL,23,190.5,90.7184,Texas,USA,2004,2,37,62,3.5,1.4,1.7,-4.1,0.026,0.099,0.156,0.484,0.197,2004-05
3735,Ronald Dupree,DET,24,200.66,94.800728,Louisiana State,USA,,,,47,3.2,2,0.5,-2.2,0.089,0.157,0.174,0.515,0.094,2004-05
3736,Ron Mercer,NJN,29,200.66,97.52228,Kentucky,USA,1997,1,6,18,7.6,2.2,1.1,-10.7,0.025,0.098,0.21,0.422,0.111,2004-05
3737,Rodney White,GSW,25,205.74,104.32616,North Carolina-Charlotte,USA,2001,1,9,58,5.1,1.5,0.8,-3.9,0.038,0.111,0.228,0.475,0.118,2004-05
3738,Rodney Buford,NJN,27,195.58,88.45044,Creighton,USA,1999,2,53,64,7,3,1,-9.7,0.028,0.151,0.194,0.437,0.093,2004-05
3739,Junior Harrington,NOH,24,193.04,86.18248,Wingate,USA,,,,29,5.6,2.2,2.1,-10.1,0.028,0.112,0.206,0.423,0.224,2004-05
3740,Paul Pierce,BOS,27,198.12,104.32616,Kansas,USA,1998,1,10,82,21.6,6.6,4.2,3.5,0.032,0.176,0.265,0.583,0.197,2004-05
3741,Juan Dixon,WAS,26,190.5,74.389088,Maryland,USA,2002,1,17,63,8,1.9,1.8,-5.3,0.033,0.097,0.235,0.518,0.19,2004-05
3742,Chucky Atkins,LAL,30,180.34,72.57472,South Florida,USA,,,,82,13.6,2.4,4.4,-2.3,0.012,0.063,0.178,0.558,0.201,2004-05
3743,Christian Laettner,MIA,35,210.82,111.13004,Duke,USA,1992,1,3,49,5.3,2.7,0.8,11.6,0.06,0.141,0.152,0.619,0.091,2004-05
3744,Chris Wilcox,LAC,22,208.28,106.59412,Maryland,USA,2002,1,8,54,7.9,4.2,0.7,-4.3,0.079,0.192,0.216,0.543,0.068,2004-05
3745,Chris Webber,PHI,32,208.28,111.13004,Michigan,USA,1993,1,1,67,19.5,9.1,4.7,0.9,0.062,0.224,0.295,0.472,0.231,2004-05
3746,Chris Mihm,LAL,25,213.36,120.20188,Texas,USA,2000,1,7,75,9.8,6.7,0.7,-3.8,0.12,0.177,0.187,0.552,0.046,2004-05
3747,Chris Kaman,LAC,23,213.36,120.20188,Central Michigan,USA,2003,1,6,63,9.1,6.7,1.2,-4.4,0.1,0.204,0.188,0.522,0.077,2004-05
3748,Chris Duhon,CHI,22,185.42,83.91452,Duke,USA,2004,2,38,82,5.9,2.6,4.9,1.8,0.012,0.1,0.131,0.471,0.28,2004-05
3749,Chris Bosh,TOR,21,208.28,106.59412,Georgia Tech,USA,2003,1,4,81,16.8,8.9,1.9,-0.1,0.073,0.201,0.218,0.547,0.086,2004-05
3750,Chris Andersen,NOH,26,208.28,103.418976,Blinn,USA,,,,67,7.7,6.1,1.1,-2.9,0.119,0.224,0.169,0.581,0.093,2004-05
3751,Chauncey Billups,DET,28,190.5,91.625584,Colorado,USA,1997,1,3,80,16.5,3.4,5.8,6.8,0.02,0.089,0.207,0.609,0.277,2004-05
3752,Charlie Ward,HOU,34,187.96,83.91452,Florida State,USA,1994,1,26,14,5.4,2.8,3.1,-0.9,0.019,0.105,0.133,0.453,0.189,2004-05
3753,Casey Jacobsen,NOH,24,198.12,97.52228,Stanford,USA,2002,1,22,84,6.5,2,1.3,-0.4,0.023,0.081,0.144,0.555,0.102,2004-05
3754,Caron Butler,LAL,25,200.66,98.429464,Connecticut,USA,2002,1,10,77,15.5,5.8,1.9,-4.1,0.06,0.124,0.206,0.528,0.091,2004-05
3755,Carmelo Anthony,DEN,21,203.2,99.79024,Syracuse,USA,2003,1,3,75,20.8,5.7,2.6,3.6,0.064,0.124,0.29,0.526,0.129,2004-05
3756,Carlos Delfino,DET,22,198.12,104.32616,None,Argentina,2003,1,25,30,3.9,1.8,1.3,-2.5,0.035,0.114,0.162,0.431,0.138,2004-05
3757,Carlos Boozer,UTA,23,203.2,117.026736,Duke,USA,2002,2,34,51,17.8,9,2.8,-4.3,0.098,0.222,0.243,0.56,0.147,2004-05
3758,Carlos Arroyo,DET,25,187.96,91.625584,Florida International,Puerto Rico,,,,70,6.6,1.5,4,-8.6,0.02,0.067,0.191,0.466,0.332,2004-05
3759,Calvin Booth,MIL,29,210.82,104.779752,Penn State,USA,1999,2,35,51,2.4,2.1,0.2,-6.1,0.071,0.185,0.137,0.508,0.03,2004-05
3760,Calbert Cheaney,GSW,33,200.66,98.429464,Indiana,USA,1993,1,6,55,4.5,2.3,1.2,-3.5,0.035,0.114,0.151,0.444,0.116,2004-05
3761,Bryon Russell,DEN,34,200.66,102.0582,Long Beach State,USA,1993,2,45,70,4.4,2.5,1,0.1,0.053,0.141,0.139,0.537,0.115,2004-05
3762,Bruno Sundov,NYK,25,218.44,117.93392,None,Croatia,1998,2,35,21,1.2,0.6,0.1,-9.6,0.091,0.119,0.276,0.33,0.063,2004-05
3763,Bruce Bowen,SAS,34,200.66,90.7184,Cal State-Fullerton,USA,,,,82,8.2,3.5,1.5,9.5,0.022,0.104,0.127,0.521,0.075,2004-05
3764,Britton Johnsen,IND,25,208.28,95.25432,Utah,USA,,,,6,2,1.7,0.7,-24.4,0.064,0.088,0.148,0.273,0.087,2004-05
3765,Brian Skinner,SAC,29,205.74,120.20188,Baylor,USA,1998,1,22,49,4.8,5.7,0.9,-3.9,0.118,0.217,0.128,0.494,0.067,2004-05
3766,Brian Scalabrine,NJN,27,205.74,106.59412,Southern California,USA,2001,2,34,54,6.3,4.5,1.6,-1,0.084,0.17,0.17,0.468,0.132,2004-05
3767,Clar. Weatherspoon,HOU,34,200.66,122.46984,Southern Mississippi,USA,1992,1,9,40,3.1,3.1,0.4,8.1,0.082,0.187,0.135,0.475,0.051,2004-05
3768,Brian Grant,LAL,33,205.74,115.212368,Xavier,USA,1994,1,8,69,3.8,3.7,0.5,-5,0.1,0.155,0.115,0.539,0.048,2004-05
3769,Clifford Robinson,NJN,38,208.28,108.86208,Connecticut,USA,1989,2,36,71,7.5,2.9,1.5,-8.1,0.033,0.113,0.168,0.471,0.102,2004-05
3770,Corliss Williamson,SAC,31,200.66,111.13004,Arkansas,USA,1995,1,13,72,10.3,3.6,1.1,-0.6,0.074,0.115,0.224,0.536,0.09,2004-05
3771,David West,NOH,24,203.2,102.511792,Xavier,USA,2003,1,18,30,6.2,4.3,0.8,-22,0.079,0.204,0.196,0.479,0.085,2004-05
3772,David Wesley,HOU,34,185.42,92.079176,Baylor,USA,,,,80,11.9,2.9,3.3,-0.6,0.016,0.081,0.172,0.513,0.159,2004-05
3773,David Harrison,IND,22,213.36,127.00576,Colorado,USA,2004,1,29,43,6.1,3.1,0.3,-1.2,0.086,0.137,0.179,0.589,0.032,2004-05
3774,Darvin Ham,DET,31,200.66,108.86208,Texas Tech,USA,,,,47,1,0.7,0.1,-10.4,0.094,0.079,0.106,0.454,0.035,2004-05
3775,Darrick Martin,LAC,34,180.34,77.11064,UCLA,USA,,,,11,3.8,0.9,2.5,2.9,0.019,0.044,0.148,0.392,0.235,2004-05
3776,Darrell Armstrong,DAL,37,185.42,81.64656,Fayetteville State,USA,,,,66,4,1.7,2.7,-2.2,0.04,0.094,0.169,0.43,0.295,2004-05
3777,Darko Milicic,DET,20,213.36,111.13004,None,Serbia,2003,1,2,37,1.8,1.2,0.2,5.3,0.014,0.174,0.199,0.387,0.05,2004-05
3778,Darius Songaila,SAC,27,203.2,108.86208,Wake Forest,Lithuania,2002,2,49,81,7.5,4.2,1.4,4.3,0.086,0.153,0.164,0.566,0.106,2004-05
3779,Darius Miles,POR,23,205.74,95.25432,None,USA,2000,1,3,63,12.8,4.7,2,-1.6,0.052,0.145,0.258,0.511,0.143,2004-05
3780,Danny Fortson,SEA,29,203.2,117.93392,Cincinnati,USA,1997,1,10,62,7.5,5.6,0.1,3.8,0.198,0.226,0.19,0.682,0.013,2004-05
3781,Daniel Santiago,MIL,29,215.9,116.119552,Saint Vincent,Puerto Rico,,,,11,2,1.7,0.1,-16.1,0.068,0.186,0.135,0.426,0.016,2004-05
3782,Dan Gadzuric,MIL,27,210.82,108.86208,UCLA,Netherlands,2002,2,33,81,7.3,8.3,0.4,-2.3,0.165,0.266,0.157,0.551,0.026,2004-05
3783,Dan Dickau,NOH,26,182.88,86.18248,Gonzaga,USA,2002,1,28,71,12.5,2.5,4.9,-9.3,0.019,0.086,0.224,0.518,0.309,2004-05
3784,Damone Brown,WAS,26,203.2,91.625584,Syracuse,USA,2001,2,36,14,3.9,2,1,-1.5,0.069,0.138,0.225,0.409,0.161,2004-05
3785,Damon Stoudamire,POR,31,177.8,78.925008,Arizona,USA,1995,1,7,81,15.8,3.8,5.7,-4.3,0.024,0.102,0.235,0.51,0.283,2004-05
3786,Damon Jones,MIA,28,190.5,83.91452,Houston,USA,,,,82,11.6,2.8,4.3,9.9,0.007,0.095,0.154,0.625,0.201,2004-05
3787,Damien Wilkins,SEA,25,198.12,102.0582,Georgia,USA,,,,29,6.3,2.3,0.9,-8,0.066,0.095,0.181,0.5,0.091,2004-05
3788,Dale Davis,IND,36,210.82,114.305184,Clemson,USA,1991,1,13,61,4.7,6.1,0.8,1.1,0.13,0.192,0.114,0.512,0.057,2004-05
3789,Dajuan Wagner,CLE,22,187.96,90.7184,Memphis,USA,2002,1,6,11,4,0.2,1.2,-6.7,0,0.026,0.295,0.388,0.22,2004-05
3790,Dahntay Jones,MEM,24,198.12,95.25432,Duke,USA,2003,1,20,52,4.5,1.3,0.4,1,0.02,0.11,0.181,0.534,0.059,2004-05
3791,DJ Mbenga,DAL,24,213.36,111.13004,None,Democratic Republic of the Congo,,,,15,1,0.5,0,-34.4,0.052,0.102,0.162,0.476,0,2004-05
3792,Cuttino Mobley,SAC,29,193.04,97.52228,Rhode Island,USA,1998,2,41,66,17.2,3.5,2.8,0.9,0.021,0.087,0.214,0.555,0.122,2004-05
3793,Curtis Borchardt,UTA,24,213.36,109.769264,Stanford,USA,2002,1,18,67,3,3.3,0.7,-9.2,0.117,0.218,0.137,0.492,0.096,2004-05
3794,Cory Alexander,CHA,32,185.42,86.18248,Virginia,USA,1995,1,29,16,3.1,1.8,2.3,-11.9,0.04,0.123,0.161,0.451,0.319,2004-05
3795,Corsley Edwards,NOH,26,205.74,124.7378,Central Connecticut State,USA,2002,2,57,10,2.7,2.5,0.3,-14.6,0.112,0.149,0.166,0.372,0.057,2004-05
3796,Corey Maggette,LAC,25,198.12,102.0582,Duke,USA,1999,1,13,66,22.2,6,3.4,-0.7,0.035,0.154,0.274,0.574,0.167,2004-05
3797,Brian Cook,LAL,24,205.74,106.140528,Illinois,USA,2003,1,24,72,6.4,3,0.5,2.5,0.066,0.162,0.196,0.522,0.056,2004-05
3798,Brian Cardinal,MEM,28,203.2,111.13004,Purdue,USA,2000,2,44,58,9,3.9,2,5.1,0.054,0.136,0.199,0.51,0.135,2004-05
3799,Brevin Knight,CHA,29,177.8,77.11064,Stanford,USA,1997,1,16,66,10.1,2.6,9,-5.7,0.012,0.092,0.184,0.495,0.462,2004-05
3800,Anthony Carter,MIN,30,187.96,88.45044,Hawaii,USA,,,,66,2.7,1,2.4,2.9,0.02,0.09,0.172,0.454,0.355,2004-05
3801,Antawn Jamison,WAS,29,205.74,104.32616,North Carolina,USA,1998,1,4,68,19.6,7.6,2.3,1.8,0.066,0.158,0.237,0.506,0.101,2004-05
3802,Ansu Sesay,GSW,28,205.74,102.0582,Mississippi,USA,1998,2,30,16,3.1,2.4,0.8,-10.4,0.142,0.168,0.2,0.466,0.179,2004-05
3803,Anfernee Hardaway,NYK,33,200.66,97.52228,Memphis,USA,1993,1,3,37,7.3,2.4,2,-6.6,0.025,0.096,0.169,0.48,0.141,2004-05
3804,Andris Biedrins,GSW,19,210.82,108.86208,None,Latvia,2004,1,11,30,3.6,3.9,0.4,6.1,0.134,0.197,0.124,0.57,0.047,2004-05
3805,Andrew DeClercq,ORL,32,208.28,115.66596,Florida,USA,1995,2,34,8,1.1,1.3,0,-13,0.143,0.081,0.1,0.436,0,2004-05
3806,Andres Nocioni,CHI,25,200.66,102.0582,None,Argentina,,,,81,8.4,4.8,1.5,-3.8,0.041,0.193,0.196,0.484,0.111,2004-05
3807,Andrei Kirilenko,UTA,24,205.74,92.98636,None,Russia,1999,1,24,41,15.6,6.2,3.2,2.5,0.084,0.148,0.217,0.599,0.178,2004-05
3808,Andre Miller,DEN,29,187.96,90.7184,Utah,USA,1999,1,8,82,13.6,4.1,6.9,3.3,0.042,0.095,0.196,0.541,0.315,2004-05
3809,Andre Iguodala,PHI,21,198.12,93.893544,Arizona,USA,2004,1,9,82,9,5.7,3,0.8,0.037,0.158,0.129,0.58,0.139,2004-05
3810,Andre Emmett,MEM,22,195.58,104.32616,Texas Tech,USA,2004,2,35,8,0.9,0.3,0,-16,0,0.083,0.175,0.427,0,2004-05
3811,Andre Barrett,ORL,23,177.8,78.471416,Seton Hall,USA,,,,38,3.1,1.1,1.8,2.1,0.026,0.068,0.15,0.446,0.227,2004-05
3812,Anderson Varejao,CLE,22,208.28,104.32616,None,Brazil,2004,2,30,54,4.9,4.8,0.5,4.9,0.139,0.211,0.142,0.534,0.05,2004-05
3813,Amar'e Stoudemire,PHX,22,208.28,111.13004,None,USA,2002,1,9,80,26,8.9,1.6,10.8,0.088,0.177,0.286,0.617,0.075,2004-05
3814,Alonzo Mourning,MIA,35,208.28,118.387512,Georgetown,USA,1992,1,2,37,7.6,5.4,0.5,-1.8,0.095,0.228,0.225,0.515,0.052,2004-05
3815,Allen Iverson,PHI,30,182.88,74.84268,Georgetown,USA,1996,1,1,75,30.7,4,7.9,0.3,0.018,0.089,0.347,0.532,0.361,2004-05
3816,Allan Houston,NYK,34,198.12,92.98636,Tennessee,USA,1993,1,11,20,11.9,1.2,2.1,1.5,0.009,0.043,0.214,0.529,0.127,2004-05
3817,Alex Garcia,NOH,25,190.5,88.45044,None,USA,,,,8,5.5,1.9,2.3,-16.6,0.056,0.077,0.199,0.409,0.228,2004-05
3818,Aleksandar Radojevic,UTA,28,220.98,113.398,Barton Community College,USA,1999,1,12,12,1.6,2.3,0.5,-11.8,0.086,0.183,0.137,0.406,0.07,2004-05
3819,Alan Henderson,DAL,32,205.74,108.86208,Indiana,USA,1995,1,16,78,3.5,4.5,0.3,-3.5,0.149,0.169,0.114,0.539,0.029,2004-05
3820,Al Jefferson,BOS,20,208.28,120.20188,None,USA,2004,1,15,71,6.7,4.4,0.3,-1.7,0.137,0.205,0.212,0.554,0.042,2004-05
3821,Al Harrington,ATL,25,205.74,113.398,None,USA,1998,1,25,66,17.5,7,3.2,-11,0.064,0.155,0.239,0.508,0.148,2004-05
3822,Jumaine Jones,LAL,26,203.2,98.883056,Georgia,USA,1999,1,27,76,7.6,5.2,0.9,-1,0.067,0.179,0.141,0.556,0.057,2004-05
3823,Adonal Foyle,GSW,30,208.28,122.46984,Colgate,St. Vincent & Grenadines,1997,1,8,78,4.5,5.5,0.7,-0.1,0.102,0.171,0.105,0.514,0.048,2004-05
3824,Aaron Williams,TOR,33,205.74,106.59412,Xavier,USA,,,,42,1.7,1.4,0.2,-21.3,0.062,0.171,0.132,0.518,0.049,2004-05
3825,Anthony Goldwire,MIL,33,187.96,82.553744,Houston,USA,1994,2,52,33,5.2,1.8,2.4,-4.1,0.023,0.11,0.148,0.575,0.252,2004-05
3826,Anthony Johnson,IND,30,190.5,86.18248,College of Charleston,USA,1997,2,39,63,8.4,2.8,4.8,0.3,0.022,0.096,0.166,0.526,0.309,2004-05
3827,Anthony Miller,ATL,33,205.74,115.66596,Michigan State,USA,1994,2,39,2,2,0.5,0.5,21,0,0.125,0.148,0.667,0.25,2004-05
3828,Anthony Peeler,WAS,35,193.04,94.347136,Missouri,USA,1992,1,15,40,3.8,1.6,1.4,-12.1,0.028,0.117,0.157,0.484,0.18,2004-05
3829,Brent Barry,SAS,33,200.66,95.25432,Oregon State,USA,1995,1,15,81,7.4,2.3,2.2,6.9,0.019,0.109,0.154,0.58,0.168,2004-05
3830,Brendan Haywood,WAS,25,213.36,120.655472,North Carolina,USA,2001,1,20,68,9.4,6.8,0.8,6.2,0.119,0.152,0.149,0.588,0.047,2004-05
3831,Brandon Hunter,ORL,24,200.66,120.655472,Ohio,USA,2003,2,56,31,3.1,2.2,0.1,-4.8,0.128,0.208,0.213,0.527,0.023,2004-05
3832,Brandin Knight,HOU,23,182.88,81.64656,Pittsburgh,USA,,,,1,0,0,1,-10.1,0,0,0.143,0,0.333,2004-05
3833,Brad Miller,SAC,29,213.36,118.387512,Purdue,USA,,,,56,15.6,9.3,3.9,4.9,0.077,0.198,0.175,0.596,0.16,2004-05
3834,Bostjan Nachbar,NOH,24,205.74,100.243832,None,Slovenia,2002,1,15,71,7,2.6,1,-8.7,0.021,0.146,0.188,0.534,0.102,2004-05
3835,Boris Diaw,ATL,23,203.2,97.52228,None,France,2003,1,21,66,4.8,2.6,2.3,-6.9,0.049,0.118,0.156,0.479,0.202,2004-05
3836,Bonzi Wells,MEM,28,195.58,95.25432,Ball State,USA,1998,1,11,69,10.4,3.3,1.2,-1.7,0.04,0.148,0.249,0.515,0.106,2004-05
3837,Bobby Simmons,LAC,25,198.12,103.418976,DePaul,USA,2001,2,41,75,16.4,5.9,2.7,0.4,0.055,0.131,0.208,0.54,0.126,2004-05
3838,Bobby Jackson,SAC,32,185.42,83.91452,Minnesota,USA,1997,1,23,25,12,3.4,2.4,3,0.047,0.125,0.251,0.537,0.195,2004-05
3839,Bob Sura,HOU,32,195.58,90.7184,Florida State,USA,1995,1,17,61,10.3,5.5,5.2,3.8,0.049,0.155,0.176,0.533,0.266,2004-05
3840,Bo Outlaw,PHX,34,203.2,99.79024,Houston,USA,,,,39,0.7,1.4,0.3,-6.8,0.08,0.18,0.097,0.382,0.098,2004-05
3841,DeSagana Diop,CLE,23,213.36,127.00576,None,Senegal,2001,1,8,39,1,1.8,0.4,-5.9,0.106,0.153,0.125,0.281,0.084,2004-05
3842,Billy Thomas,NJN,29,195.58,98.883056,Kansas,USA,,,,25,3.7,1.4,0.7,-1.9,0.025,0.1,0.146,0.47,0.078,2004-05
3843,Beno Udrih,SAS,22,190.5,90.7184,None,Slovenia,2004,1,28,80,5.9,1,1.9,7.8,0.016,0.068,0.205,0.549,0.233,2004-05
3844,Ben Wallace,DET,30,205.74,108.86208,Virginia Union,USA,,,,74,9.7,12.2,1.7,7.6,0.126,0.257,0.152,0.459,0.075,2004-05
3845,Ben Handlogten,UTA,31,208.28,108.86208,Western Michigan,USA,,,,21,4.5,3.1,0.6,-8.5,0.106,0.21,0.173,0.525,0.075,2004-05
3846,Ben Gordon,CHI,22,190.5,90.7184,Connecticut,USA,2004,1,3,82,15.1,2.6,2,4,0.031,0.086,0.3,0.526,0.165,2004-05
3847,Baron Davis,GSW,26,190.5,101.151016,UCLA,USA,1999,1,3,46,19.2,3.8,7.9,2.2,0.022,0.104,0.278,0.515,0.391,2004-05
3848,Awvee Storey,NJN,28,198.12,102.0582,Arizona State,USA,,,,9,0.9,0.6,0.1,-18.1,0.133,0.037,0.191,0.368,0.071,2004-05
3849,Austin Croshere,IND,30,208.28,109.769264,Providence,USA,1997,1,12,73,8.9,5.1,1.3,-6.3,0.068,0.181,0.185,0.531,0.099,2004-05
3850,Antonio McDyess,DET,30,205.74,111.13004,Alabama,USA,1995,1,2,77,9.6,6.3,0.9,0.1,0.118,0.208,0.201,0.542,0.073,2004-05
3851,Antonio Davis,CHI,36,205.74,111.13004,Texas-El Paso,USA,1990,2,45,72,7,5.9,1.1,0.1,0.092,0.169,0.143,0.516,0.071,2004-05
3852,Antonio Daniels,SEA,30,193.04,92.98636,Bowling Green,USA,1997,1,4,75,11.2,2.3,4.1,4.2,0.012,0.089,0.189,0.557,0.261,2004-05
3853,Antonio Burks,MEM,25,182.88,88.45044,Memphis,USA,2004,2,36,24,3,0.5,1.2,-7.8,0.005,0.067,0.185,0.534,0.252,2004-05
3854,Antoine Walker,BOS,28,205.74,111.13004,Kentucky,USA,1996,1,6,77,19.1,9,3.4,-8.6,0.068,0.212,0.272,0.478,0.163,2004-05
3855,Bernard Robinson,CHA,24,198.12,95.25432,Michigan,USA,2004,2,45,31,3,1.5,1,-10.7,0.046,0.12,0.153,0.503,0.169,2004-05
3856,DeShawn Stevenson,ORL,24,195.58,95.25432,None,USA,2000,1,23,55,7.8,1.9,1.3,-7.8,0.039,0.068,0.211,0.456,0.105,2004-05
3857,Adrian Griffin,CHI,30,195.58,104.32616,Seton Hall,USA,,,,69,2.2,2.1,0.8,3.6,0.081,0.156,0.139,0.419,0.134,2004-05
3858,DerMarr Johnson,DEN,25,205.74,91.171992,Cincinnati,USA,2000,1,6,71,7.1,2.1,1.1,8,0.042,0.098,0.175,0.605,0.096,2004-05
3859,Jason Collins,NJN,26,213.36,115.66596,Stanford,USA,2001,1,18,80,6.4,6.1,1.3,2.7,0.07,0.158,0.117,0.471,0.066,2004-05
3860,Jason Collier,ATL,27,213.36,117.93392,Georgia Tech,USA,2000,1,15,70,5.7,2.6,0.3,-19.6,0.096,0.138,0.223,0.494,0.035,2004-05
3861,Jarvis Hayes,WAS,23,200.66,99.79024,Georgia,USA,2003,1,10,54,10.2,4.2,1.7,-2.9,0.028,0.141,0.18,0.475,0.093,2004-05
3862,Jarron Collins,UTA,26,210.82,114.305184,Stanford,USA,2001,2,52,50,4.3,3.3,1.2,-1.1,0.072,0.14,0.116,0.509,0.091,2004-05
3863,Jared Reiner,CHI,23,210.82,115.66596,Iowa,USA,,,,19,1.1,2,0.1,-10,0.094,0.192,0.126,0.331,0.011,2004-05
3864,Jared Jeffries,WAS,23,208.28,104.32616,Indiana,USA,2002,1,11,77,6.8,4.9,2,1.6,0.082,0.128,0.135,0.512,0.115,2004-05
3865,Jannero Pargo,CHI,25,185.42,79.3786,Arkansas,USA,,,,32,6.4,1.5,2.4,-0.3,0.028,0.081,0.263,0.457,0.315,2004-05
3866,Jamison Brewer,NYK,24,193.04,88.45044,Auburn,USA,2001,2,40,18,1.7,1.2,0.7,-18.7,0.039,0.116,0.143,0.363,0.118,2004-05
3867,James Thomas,ATL,24,203.2,106.59412,Texas,USA,,,,11,2.4,3.4,0.4,-28.8,0.155,0.2,0.113,0.574,0.061,2004-05
3868,James Posey,MEM,28,203.2,97.52228,Xavier,USA,1999,1,18,50,8.1,4.4,1.8,-3,0.04,0.153,0.164,0.5,0.11,2004-05
3869,James Jones,IND,24,203.2,97.52228,Miami (FL),USA,2003,2,49,75,4.9,2.3,0.8,2.5,0.036,0.121,0.143,0.537,0.077,2004-05
3870,Jameer Nelson,ORL,23,182.88,86.18248,Saint Joseph's,USA,2004,1,20,79,8.7,2.4,3,-3.7,0.036,0.097,0.214,0.51,0.244,2004-05
3871,Jamal Sampson,CHA,22,210.82,106.59412,California,USA,2002,2,46,23,3.4,5.3,0.3,-7.5,0.117,0.321,0.133,0.499,0.042,2004-05
3872,Jamal Crawford,NYK,25,195.58,86.18248,Michigan,USA,2000,1,8,70,17.7,2.9,4.3,-4.4,0.014,0.075,0.226,0.521,0.19,2004-05
3873,Jamaal Tinsley,IND,27,190.5,88.45044,Iowa State,USA,2001,1,27,40,15.4,4,6.4,3.4,0.024,0.12,0.258,0.518,0.35,2004-05
3874,Jamaal Magloire,NOH,27,210.82,117.480328,Kentucky,Canada,2000,1,19,23,11.7,8.9,1.3,-9.3,0.124,0.229,0.22,0.48,0.076,2004-05
3875,Jalen Rose,TOR,32,203.2,97.52228,Michigan,USA,1994,1,13,81,18.5,3.4,2.6,-3.6,0.018,0.099,0.255,0.562,0.14,2004-05
3876,Jake Voskuhl,PHX,27,210.82,115.66596,Connecticut,USA,2000,2,33,38,2.1,2.4,0.4,7.5,0.096,0.177,0.116,0.528,0.065,2004-05
3877,Jake Tsakalidis,MEM,26,218.44,131.54168,None,Greece,2000,1,25,31,2.5,1.8,0.3,1.8,0.088,0.146,0.142,0.542,0.061,2004-05
3878,Jahidi White,CHA,29,205.74,131.54168,Georgetown,USA,1998,2,43,17,2.5,2,0.1,0.8,0.095,0.202,0.203,0.432,0.011,2004-05
3879,Jacque Vaughn,NJN,30,185.42,86.18248,Kansas,USA,1997,1,27,71,5.3,1.5,1.9,-5.4,0.014,0.08,0.144,0.511,0.169,2004-05
3880,Jackson Vroman,NOH,24,208.28,99.79024,Iowa State,USA,2004,2,31,46,4.6,3.8,0.9,-7.9,0.104,0.194,0.188,0.457,0.095,2004-05
3881,Jackie Butler,NYK,20,208.28,113.398,Southern Illinois,USA,,,,3,3.3,0,0,5.1,0,0,0.595,1.025,0,2004-05
3882,Jabari Smith,NJN,28,210.82,113.398,Louisiana State,USA,2000,2,45,45,3.7,2.5,0.8,-10.2,0.054,0.166,0.153,0.482,0.1,2004-05
3883,JR Smith,NOH,19,198.12,99.79024,None,USA,2004,1,18,76,10.3,2,1.9,-13,0.023,0.075,0.229,0.478,0.142,2004-05
3884,Jason Hart,CHA,27,190.5,83.91452,Syracuse,USA,2000,2,49,74,9.5,2.7,5,-8.2,0.01,0.119,0.183,0.534,0.335,2004-05
3885,Ira Newble,CLE,30,200.66,99.79024,Miami (OH),USA,,,,74,5.9,3,1.2,-0.8,0.049,0.091,0.126,0.482,0.074,2004-05
3886,Jason Kapono,CHA,24,203.2,96.615096,UCLA,USA,2003,2,31,81,8.5,2,0.8,-4.8,0.023,0.103,0.224,0.486,0.072,2004-05
3887,Jason Richardson,GSW,24,198.12,102.0582,Michigan State,USA,2001,1,5,72,21.7,5.9,3.9,-2.5,0.048,0.125,0.269,0.518,0.185,2004-05
3888,Delonte West,BOS,21,193.04,81.64656,Saint Joseph's,USA,2004,1,24,39,4.5,1.7,1.4,0.6,0.033,0.111,0.172,0.524,0.173,2004-05
3889,Josh Smith,ATL,19,205.74,102.0582,None,USA,2004,1,17,74,9.7,6.2,1.7,-8.9,0.08,0.178,0.182,0.506,0.1,2004-05
3890,Josh Davis,PHI,24,203.2,106.59412,Wyoming,USA,,,,42,2.8,1.9,0.3,3.7,0.094,0.171,0.186,0.494,0.063,2004-05
3891,Josh Childress,ATL,22,203.2,95.25432,Stanford,USA,2004,1,6,80,10.1,6,1.9,-10.5,0.091,0.146,0.158,0.543,0.1,2004-05
3892,Jonathan Bender,IND,24,213.36,99.336648,None,USA,1999,1,5,7,5.1,2,0.6,-20.4,0.071,0.141,0.277,0.422,0.111,2004-05
3893,Jon Barry,HOU,35,195.58,95.25432,Georgia Tech,USA,1992,1,21,69,6.6,2.3,2.4,7.3,0.021,0.1,0.147,0.57,0.177,2004-05
3894,John Thomas,MIN,29,205.74,120.20188,Minnesota,USA,1997,1,25,44,2.5,2.2,0.4,4.4,0.093,0.119,0.114,0.522,0.047,2004-05
3895,John Salmons,PHI,25,198.12,93.893544,Miami (FL),USA,2002,1,26,58,4.1,2.1,2,-5.3,0.013,0.125,0.129,0.511,0.193,2004-05
